"weekly","doc_category","doc_source_type","country","term_category","term","count"
"2018-04-02 00:00:00-03","BensDeCapital","News","Israel","Nanotecnologia","Revestimento e aditivo","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Japão","Nanotecnologia","Revestimento e aditivo","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","México","Nanotecnologia","Revestimento e aditivo","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Taiwan","Nanotecnologia","Revestimento e aditivo","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Índia","Nanotecnologia","Revestimento e aditivo","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","China","Novos Materiais","Composito","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Cingapura","Novos Materiais","Composito","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Coréia do Sul","Novos Materiais","Composito","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Hong Kong","Novos Materiais","Composito","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Israel","Novos Materiais","Composito","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Taiwan","Novos Materiais","Composito","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","China","Novos Materiais","Polimero","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Cingapura","Novos Materiais","Polimero","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Coréia do Sul","Novos Materiais","Polimero","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Hong Kong","Novos Materiais","Polimero","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Israel","Novos Materiais","Polimero","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Taiwan","Novos Materiais","Polimero","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Brasil","Sustentabilidade","Eficiencia Energetica","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Cingapura","Sustentabilidade","Eficiencia Energetica","1"
"2018-04-02 00:00:00-03","BensDeCapital","News","Irã","Sustentabilidade","Eficiencia Energetica","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Alemanha","Celulose e Papel","Biotecnologia","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Biotecnologia","2"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Estados Unidos","Celulose e Papel","Biotecnologia","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Países Baixos","Celulose e Papel","Biotecnologia","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Reino Unido","Celulose e Papel","Biotecnologia","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Alemanha","Celulose e Papel","Quimica Verde","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Brasil","Celulose e Papel","Quimica Verde","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Estados Unidos","Celulose e Papel","Quimica Verde","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Países Baixos","Celulose e Papel","Quimica Verde","1"
"2018-04-02 00:00:00-03","CeluloseEPapel","News","Reino Unido","Celulose e Papel","Quimica Verde","1"
"2018-04-02 00:00:00-03","Ceramica","Facebook","França","Ceramica","Design","1"
"2018-04-02 00:00:00-03","Ceramica","News","Japão","Compositos","Metal","1"
"2018-04-02 00:00:00-03","Ceramica","News","Japão","Tecnologia da Informacao e Comunicacao","Realidade virtual","1"
"2018-04-02 00:00:00-03","Ceramica","Twitter","México","Compositos","Metal","1"
"2018-04-02 00:00:00-03","ConstrucaoCivil","Facebook","Brasil","Reducao do Impacto Ambiental","Construcao Verde","3"
"2018-04-02 00:00:00-03","ConstrucaoCivil","News","Dinamarca","Reducao do Impacto Ambiental","Construcao Verde","1"
"2018-04-02 00:00:00-03","ConstrucaoCivil","Twitter","Brasil","Reducao do Impacto Ambiental","Construcao Verde","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Canadá","Economia do Mar","Alimentos do Mar","5"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","China","Economia do Mar","Alimentos do Mar","3"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Estados Unidos","Economia do Mar","Alimentos do Mar","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Groenlândia","Economia do Mar","Alimentos do Mar","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Inglaterra","Economia do Mar","Alimentos do Mar","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","México","Economia do Mar","Alimentos do Mar","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Papua-Nova-Guiné","Economia do Mar","Alimentos do Mar","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Reino Unido","Economia do Mar","Alimentos do Mar","2"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Rússia","Economia do Mar","Alimentos do Mar","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Portugal","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Brasil","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","China","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Portugal","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","Facebook","Japão","Geracao de Energia Mais Limpa","Energia Eolica","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Argentina","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Austrália","Economia do Mar","Industria Naval","2"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Bahamas","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Brasil","Economia do Mar","Industria Naval","2"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Chile","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","China","Economia do Mar","Industria Naval","3"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Coréia do Sul","Economia do Mar","Industria Naval","3"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Cuba","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Hong Kong","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Libéria","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Malta","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Noruega","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Panamá","Economia do Mar","Industria Naval","2"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Portugal","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Reino Unido","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Rússia","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Índia","Economia do Mar","Industria Naval","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Argentina","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Austrália","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Bahamas","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Brasil","Economia do Mar","Portos e Transportes Maritimos","4"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Chile","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","China","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Colômbia","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Coréia do Sul","Economia do Mar","Portos e Transportes Maritimos","2"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Costa Rica","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Libéria","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Malta","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Noruega","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Panamá","Economia do Mar","Portos e Transportes Maritimos","2"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Portugal","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Reino Unido","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Índia","Economia do Mar","Portos e Transportes Maritimos","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Espanha","Geracao de Energia Mais Limpa","Biomassa","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Portugal","Geracao de Energia Mais Limpa","Biomassa","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Bolívia","Geracao de Energia Mais Limpa","Energia Eolica","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Brasil","Geracao de Energia Mais Limpa","Energia Eolica","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Estados Unidos","Geracao de Energia Mais Limpa","Energia Eolica","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Irã","Geracao de Energia Mais Limpa","Energia Eolica","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Portugal","Geracao de Energia Mais Limpa","Energia Eolica","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Bolívia","Geracao de Energia Mais Limpa","Energia Solar","1"
"2018-04-02 00:00:00-03","EconomiaDoMar","News","Brasil","Geracao de Energia Mais Limpa","Energia Solar","1"
"2018-04-02 00:00:00-03","Energia","Facebook","Índia","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","Facebook","Brasil","Energia","Fontes energeticas","2"
"2018-04-02 00:00:00-03","Energia","Facebook","Brasil","Energia","Microgeracao","2"
"2018-04-02 00:00:00-03","Energia","Facebook","Brasil","Energia solar","Energia solar fotovoltaica","1"
"2018-04-02 00:00:00-03","Energia","Facebook","Brasil","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","Facebook","Brasil","Energias Renovaveis","Energia eolica","2"
"2018-04-02 00:00:00-03","Energia","Facebook","Canadá","Energias Renovaveis","Energia eolica","1"
"2018-04-02 00:00:00-03","Energia","Facebook","Brasil","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Austrália","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energia","Eficiencia energetica","6"
"2018-04-02 00:00:00-03","Energia","News","Bulgária","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Bélgica","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","China","Energia","Eficiencia energetica","2"
"2018-04-02 00:00:00-03","Energia","News","Eslováquia","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Estados Unidos","Energia","Eficiencia energetica","3"
"2018-04-02 00:00:00-03","Energia","News","Estônia","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","França","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Grécia","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Irã","Energia","Eficiencia energetica","2"
"2018-04-02 00:00:00-03","Energia","News","México","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Noruega","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Polônia","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Reino Unido","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","República Tcheca","Energia","Eficiencia energetica","2"
"2018-04-02 00:00:00-03","Energia","News","Romênia","Energia","Eficiencia energetica","2"
"2018-04-02 00:00:00-03","Energia","News","Rússia","Energia","Eficiencia energetica","2"
"2018-04-02 00:00:00-03","Energia","News","Índia","Energia","Eficiencia energetica","1"
"2018-04-02 00:00:00-03","Energia","News","Alemanha","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energia","Energias Renovaveis","4"
"2018-04-02 00:00:00-03","Energia","News","China","Energia","Energias Renovaveis","2"
"2018-04-02 00:00:00-03","Energia","News","Eslováquia","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Estados Unidos","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Estônia","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Irã","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Israel","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Japão","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","México","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Nova Zelândia","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Romênia","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Rússia","Energia","Energias Renovaveis","1"
"2018-04-02 00:00:00-03","Energia","News","Alemanha","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","Austrália","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","China","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","Estados Unidos","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","Israel","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","Japão","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","República Tcheca","Energia","Fontes energeticas","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energia","Geracao distribuida","2"
"2018-04-02 00:00:00-03","Energia","News","Irã","Energia","Geracao distribuida","1"
"2018-04-02 00:00:00-03","Energia","News","Irã","Energia","Mobilidade Eletrica","1"
"2018-04-02 00:00:00-03","Energia","News","Irã","Energia","Redes inteligentes","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energia","armazenamento de energia","1"
"2018-04-02 00:00:00-03","Energia","News","Bélgica","Energia","armazenamento de energia","1"
"2018-04-02 00:00:00-03","Energia","News","Estados Unidos","Energia","armazenamento de energia","1"
"2018-04-02 00:00:00-03","Energia","News","Irã","Energia","armazenamento de energia","1"
"2018-04-02 00:00:00-03","Energia","News","Alemanha","Energia solar","Energia solar fotovoltaica","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energia solar","Energia solar fotovoltaica","4"
"2018-04-02 00:00:00-03","Energia","News","China","Energia solar","Energia solar fotovoltaica","1"
"2018-04-02 00:00:00-03","Energia","News","Israel","Energia solar","Energia solar fotovoltaica","1"
"2018-04-02 00:00:00-03","Energia","News","Japão","Energia solar","Energia solar fotovoltaica","1"
"2018-04-02 00:00:00-03","Energia","News","Austrália","Energias Renovaveis","Bioenergia","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Bioenergia","1"
"2018-04-02 00:00:00-03","Energia","News","Estados Unidos","Energias Renovaveis","Bioenergia","1"
"2018-04-02 00:00:00-03","Energia","News","México","Energias Renovaveis","Bioenergia","1"
"2018-04-02 00:00:00-03","Energia","News","República Tcheca","Energias Renovaveis","Bioenergia","1"
"2018-04-02 00:00:00-03","Energia","News","Alemanha","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","Austrália","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Biomassa","2"
"2018-04-02 00:00:00-03","Energia","News","China","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","Estados Unidos","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","Israel","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","Japão","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","República Tcheca","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","Tunísia","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","África do Sul","Energias Renovaveis","Biomassa","1"
"2018-04-02 00:00:00-03","Energia","News","Alemanha","Energias Renovaveis","Energia eolica","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Energia eolica","1"
"2018-04-02 00:00:00-03","Energia","News","China","Energias Renovaveis","Energia eolica","1"
"2018-04-02 00:00:00-03","Energia","News","Israel","Energias Renovaveis","Energia eolica","1"
"2018-04-02 00:00:00-03","Energia","News","Japão","Energias Renovaveis","Energia eolica","1"
"2018-04-02 00:00:00-03","Energia","News","Tunísia","Energias Renovaveis","Energia hidraulica","1"
"2018-04-02 00:00:00-03","Energia","News","África do Sul","Energias Renovaveis","Energia hidraulica","1"
"2018-04-02 00:00:00-03","Energia","News","Alemanha","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energias Renovaveis","Energia solar","2"
"2018-04-02 00:00:00-03","Energia","News","Bulgária","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","China","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Grécia","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Irã","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Israel","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Japão","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Polônia","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","República Tcheca","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Romênia","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Rússia","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Tunísia","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","África do Sul","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","News","Bulgária","Energias nao Renovaveis","Carvao","1"
"2018-04-02 00:00:00-03","Energia","News","Eslováquia","Energias nao Renovaveis","Carvao","1"
"2018-04-02 00:00:00-03","Energia","News","Estônia","Energias nao Renovaveis","Carvao","1"
"2018-04-02 00:00:00-03","Energia","News","Grécia","Energias nao Renovaveis","Carvao","1"
"2018-04-02 00:00:00-03","Energia","News","Polônia","Energias nao Renovaveis","Carvao","1"
"2018-04-02 00:00:00-03","Energia","News","República Tcheca","Energias nao Renovaveis","Carvao","1"
"2018-04-02 00:00:00-03","Energia","News","Romênia","Energias nao Renovaveis","Carvao","2"
"2018-04-02 00:00:00-03","Energia","News","Rússia","Energias nao Renovaveis","Carvao","2"
"2018-04-02 00:00:00-03","Energia","News","Eslováquia","Energias nao Renovaveis","Combustivel fossil","1"
"2018-04-02 00:00:00-03","Energia","News","Estônia","Energias nao Renovaveis","Combustivel fossil","1"
"2018-04-02 00:00:00-03","Energia","News","Nova Zelândia","Energias nao Renovaveis","Combustivel fossil","1"
"2018-04-02 00:00:00-03","Energia","News","Romênia","Energias nao Renovaveis","Combustivel fossil","1"
"2018-04-02 00:00:00-03","Energia","News","Rússia","Energias nao Renovaveis","Combustivel fossil","1"
"2018-04-02 00:00:00-03","Energia","News","Suíça","Energias nao Renovaveis","Energia nuclear","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","Bulgária","Energias nao Renovaveis","Gas de xisto","2"
"2018-04-02 00:00:00-03","Energia","News","Eslováquia","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","Estados Unidos","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","Estônia","Energias nao Renovaveis","Gas de xisto","2"
"2018-04-02 00:00:00-03","Energia","News","Grécia","Energias nao Renovaveis","Gas de xisto","2"
"2018-04-02 00:00:00-03","Energia","News","Lituânia","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","México","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","Nova Zelândia","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","Polônia","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","República Tcheca","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","Romênia","Energias nao Renovaveis","Gas de xisto","2"
"2018-04-02 00:00:00-03","Energia","News","Rússia","Energias nao Renovaveis","Gas de xisto","3"
"2018-04-02 00:00:00-03","Energia","News","Turquia","Energias nao Renovaveis","Gas de xisto","1"
"2018-04-02 00:00:00-03","Energia","News","Brasil","Mobilidade Eletrica","Veiculos eletricos","1"
"2018-04-02 00:00:00-03","Energia","News","Irã","Mobilidade Eletrica","Veiculos eletricos","1"
"2018-04-02 00:00:00-03","Energia","Twitter","Brasil","Energia solar","Energia solar fotovoltaica","1"
"2018-04-02 00:00:00-03","Energia","Twitter","Brasil","Energias Renovaveis","Energia solar","1"
"2018-04-02 00:00:00-03","Energia","Twitter","China","Energias nao Renovaveis","Carvao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","Facebook","Brasil","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","Facebook","Irã","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","Facebook","Brasil","Industria Automobilistica","Seguranca Veicular","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","Facebook","França","Industrias Emergentes","Setor Ferroviario","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Alemanha","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Austrália","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","China","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Cingapura","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Colômbia","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Coréia do Sul","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","França","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Suécia","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Índia","Industria Automobilistica","Colaboracao","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Coréia do Sul","Industria Automobilistica","Design De Interiores","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Inglaterra","Industria Automobilistica","Design De Interiores","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Irlanda do Norte","Industria Automobilistica","Design De Interiores","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","País de Gales","Industria Automobilistica","Design De Interiores","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Alemanha","Industria Automobilistica","Logistica Reversa","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Estados Unidos","Industria Automobilistica","Logistica Reversa","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Austrália","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","China","Industria Automobilistica","Veiculos Eletricos","4"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Cingapura","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Colômbia","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Estados Unidos","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","França","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Inglaterra","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Japão","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Índia","Industria Automobilistica","Veiculos Eletricos","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Alemanha","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Austrália","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","China","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Cingapura","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Colômbia","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Egito","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","França","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Irã","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Japão","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Índia","Industrias Emergentes","Industria Automobilistica","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","França","Industrias Emergentes","Setor Aeronautico","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Bélgica","Setor Aeronautico","Sustentabilidade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","França","Setor Aeronautico","Sustentabilidade","2"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Holanda","Setor Aeronautico","Sustentabilidade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Países Baixos","Setor Aeronautico","Sustentabilidade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Reino Unido","Setor Aeronautico","Sustentabilidade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","China","Setor Ferroviario","Conectividade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Coréia do Sul","Setor Ferroviario","Conectividade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Hong Kong","Setor Ferroviario","Conectividade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Inglaterra","Setor Ferroviario","Conectividade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Irlanda do Norte","Setor Ferroviario","Conectividade","1"
"2018-04-02 00:00:00-03","IndustriasEmergentes","News","Japão","Setor Ferroviario","Conectividade","1"
